,inducted,g,ab,r,h,double,triple,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,g_idp,seasons
0,1,2834,10116.0,1622.0,3007.0,498.0,75.0,399.0,1583.0,137.0,65.0,1277.0,1020.0,131.0,55.0,45.0,104.0,271.0,22
1,1,2143,7161.0,1259.0,2116.0,358.0,85.0,407.0,1333.0,99.0,50.0,971.0,1237.0,104.0,21.0,52.0,32.0,166.0,18
2,0,2071,7030.0,1105.0,1921.0,295.0,48.0,370.0,1274.0,63.0,31.0,943.0,1137.0,31.0,25.0,56.0,50.0,165.0,18
3,0,2216,8479.0,1223.0,2449.0,427.0,78.0,84.0,773.0,89.0,27.0,606.0,346.0,15.0,21.0,97.0,19.0,180.0,21
4,0,2367,9232.0,1279.0,2663.0,355.0,112.0,35.0,790.0,76.0,80.0,719.0,216.0,24.0,142.0,208.0,48.0,175.0,19
5,0,1942,7588.0,1067.0,2134.0,177.0,71.0,20.0,458.0,586.0,208.0,552.0,684.0,26.0,16.0,119.0,29.0,92.0,15
6,0,2189,8365.0,1322.0,2574.0,317.0,109.0,29.0,586.0,234.0,92.0,1198.0,571.0,25.0,43.0,112.0,18.0,83.0,15
7,1,2601,10230.0,1335.0,2677.0,394.0,92.0,83.0,791.0,506.0,136.0,736.0,742.0,22.0,27.0,161.0,76.0,184.0,18
8,0,1463,5101.0,826.0,1325.0,195.0,42.0,275.0,851.0,21.0,9.0,652.0,733.0,42.0,38.0,12.0,43.0,75.0,13
9,0,2409,8731.0,1196.0,2495.0,490.0,120.0,172.0,1311.0,137.0,90.0,955.0,869.0,22.0,49.0,80.0,19.0,183.0,21
10,0,1833,6913.0,951.0,2092.0,356.0,56.0,87.0,671.0,68.0,56.0,594.0,404.0,39.0,15.0,44.0,52.0,143.0,17
11,0,1718,5929.0,848.0,1766.0,290.0,29.0,279.0,1028.0,20.0,10.0,492.0,365.0,70.0,23.0,3.0,23.0,143.0,16
12,0,2124,7927.0,1131.0,2351.0,417.0,27.0,379.0,1365.0,142.0,80.0,588.0,1169.0,154.0,102.0,4.0,74.0,218.0,19
13,0,2163,7755.0,769.0,2016.0,294.0,62.0,138.0,853.0,27.0,23.0,447.0,706.0,110.0,20.0,87.0,70.0,194.0,17
14,0,1605,5363.0,619.0,1471.0,218.0,50.0,167.0,762.0,9.0,14.0,373.0,786.0,82.0,26.0,29.0,52.0,157.0,15
15,0,2243,8143.0,1138.0,2254.0,365.0,67.0,342.0,1331.0,35.0,41.0,1108.0,1343.0,94.0,38.0,13.0,94.0,256.0,15
16,0,2089,6705.0,1046.0,1820.0,241.0,41.0,377.0,1103.0,43.0,30.0,1043.0,1091.0,112.0,90.0,17.0,55.0,139.0,17
17,0,2082,7339.0,985.0,2101.0,359.0,49.0,206.0,852.0,107.0,67.0,423.0,706.0,67.0,57.0,33.0,56.0,135.0,19
18,0,936,3055.0,396.0,767.0,81.0,28.0,7.0,162.0,126.0,51.0,250.0,265.0,11.0,11.0,57.0,17.0,52.0,12
19,0,393,1049.0,54.0,237.0,31.0,3.0,9.0,66.0,3.0,6.0,87.0,168.0,18.0,5.0,6.0,6.0,33.0,10
20,0,551,1462.0,117.0,320.0,56.0,5.0,26.0,148.0,3.0,7.0,96.0,246.0,20.0,5.0,16.0,16.0,43.0,12
21,0,1129,3449.0,331.0,803.0,108.0,13.0,47.0,254.0,22.0,23.0,317.0,414.0,26.0,22.0,60.0,23.0,95.0,13
22,0,740,1950.0,132.0,458.0,66.0,12.0,18.0,169.0,3.0,17.0,241.0,354.0,35.0,7.0,28.0,14.0,67.0,14
23,0,859,2786.0,214.0,627.0,87.0,12.0,50.0,252.0,2.0,10.0,101.0,430.0,25.0,9.0,10.0,24.0,78.0,10
24,0,1272,4813.0,548.0,1230.0,150.0,23.0,27.0,304.0,151.0,58.0,365.0,362.0,18.0,11.0,29.0,24.0,77.0,11
25,0,1470,4577.0,430.0,1106.0,202.0,32.0,81.0,524.0,15.0,23.0,465.0,635.0,118.0,16.0,31.0,43.0,77.0,14
26,0,702,1411.0,150.0,336.0,50.0,7.0,14.0,159.0,5.0,4.0,163.0,184.0,7.0,4.0,12.0,15.0,35.0,13
27,0,705,1815.0,197.0,411.0,67.0,16.0,30.0,177.0,25.0,18.0,217.0,316.0,25.0,6.0,17.0,11.0,29.0,12
28,0,1483,5235.0,745.0,1429.0,223.0,23.0,39.0,370.0,65.0,55.0,555.0,382.0,22.0,243.0,103.0,22.0,100.0,13
29,0,856,2110.0,237.0,475.0,77.0,17.0,32.0,185.0,14.0,10.0,142.0,461.0,10.0,25.0,36.0,11.0,48.0,13
30,0,658,1963.0,204.0,464.0,75.0,8.0,73.0,267.0,5.0,8.0,99.0,350.0,18.0,6.0,15.0,19.0,58.0,11
31,0,1598,5071.0,605.0,1270.0,225.0,40.0,101.0,606.0,34.0,54.0,698.0,853.0,73.0,46.0,54.0,65.0,99.0,13
32,0,540,1364.0,166.0,325.0,68.0,10.0,24.0,159.0,16.0,10.0,160.0,265.0,15.0,15.0,12.0,10.0,33.0,11
33,0,564,1306.0,126.0,308.0,41.0,15.0,33.0,123.0,20.0,13.0,44.0,342.0,9.0,9.0,8.0,5.0,27.0,10
34,0,997,3307.0,391.0,864.0,109.0,24.0,116.0,445.0,40.0,41.0,263.0,672.0,20.0,66.0,25.0,24.0,92.0,13
35,0,636,1920.0,146.0,370.0,60.0,12.0,28.0,161.0,4.0,4.0,152.0,370.0,23.0,4.0,11.0,11.0,69.0,11
36,0,1128,3555.0,436.0,869.0,132.0,26.0,57.0,323.0,43.0,38.0,516.0,466.0,21.0,22.0,26.0,30.0,80.0,12
37,0,843,2422.0,263.0,580.0,80.0,6.0,100.0,310.0,6.0,16.0,338.0,483.0,34.0,35.0,6.0,9.0,45.0,14
38,1,2435,8147.0,1283.0,2086.0,290.0,24.0,573.0,1584.0,19.0,18.0,1559.0,1699.0,160.0,48.0,0.0,77.0,243.0,22
39,0,1423,5344.0,696.0,1558.0,229.0,32.0,113.0,701.0,48.0,50.0,438.0,571.0,59.0,42.0,21.0,58.0,160.0,11
40,0,2469,9645.0,1366.0,2757.0,485.0,127.0,256.0,1170.0,305.0,122.0,574.0,1196.0,69.0,54.0,52.0,78.0,164.0,18
41,0,1320,5208.0,685.0,1473.0,196.0,31.0,22.0,360.0,49.0,25.0,260.0,243.0,3.0,19.0,58.0,27.0,114.0,11
42,0,1051,2262.0,330.0,582.0,78.0,19.0,84.0,322.0,30.0,8.0,242.0,275.0,18.0,15.0,5.0,21.0,54.0,13
43,0,1941,6707.0,662.0,1725.0,285.0,49.0,118.0,689.0,39.0,48.0,522.0,1135.0,122.0,28.0,97.0,48.0,174.0,16
44,0,1392,4692.0,603.0,1254.0,218.0,42.0,153.0,610.0,39.0,38.0,449.0,635.0,50.0,30.0,15.0,29.0,128.0,14
45,0,1384,4136.0,422.0,1053.0,150.0,23.0,58.0,343.0,45.0,46.0,298.0,569.0,31.0,30.0,64.0,17.0,108.0,14
46,0,1366,4117.0,601.0,1041.0,170.0,43.0,139.0,507.0,64.0,49.0,663.0,785.0,47.0,5.0,22.0,30.0,54.0,14
47,0,1423,3443.0,302.0,748.0,79.0,24.0,6.0,252.0,7.0,11.0,370.0,538.0,49.0,8.0,54.0,23.0,94.0,17
48,0,1763,6185.0,888.0,1530.0,231.0,71.0,197.0,697.0,63.0,59.0,882.0,974.0,59.0,33.0,32.0,30.0,77.0,16
49,1,3298,12364.0,2174.0,3771.0,624.0,98.0,755.0,2297.0,240.0,73.0,1402.0,1383.0,293.0,32.0,21.0,121.0,328.0,23
50,1,2808,10006.0,1829.0,2943.0,528.0,72.0,586.0,1812.0,204.0,77.0,1420.0,1532.0,218.0,198.0,17.0,102.0,269.0,22
51,1,2488,9350.0,1410.0,2711.0,434.0,88.0,426.0,1475.0,90.0,49.0,1045.0,1046.0,182.0,43.0,8.0,73.0,200.0,18
52,0,1676,6301.0,870.0,1917.0,329.0,48.0,220.0,947.0,86.0,55.0,448.0,645.0,131.0,59.0,14.0,57.0,139.0,15
53,0,1999,7223.0,811.0,2121.0,272.0,35.0,153.0,1052.0,136.0,59.0,381.0,754.0,66.0,32.0,35.0,68.0,219.0,23
54,0,1553,5390.0,653.0,1352.0,237.0,22.0,210.0,773.0,10.0,22.0,661.0,926.0,61.0,26.0,36.0,57.0,127.0,13
55,0,1774,6073.0,706.0,1591.0,241.0,35.0,200.0,758.0,24.0,21.0,626.0,753.0,67.0,114.0,38.0,48.0,138.0,15
56,0,1810,6269.0,972.0,1609.0,256.0,36.0,146.0,567.0,408.0,116.0,753.0,1080.0,30.0,35.0,76.0,31.0,87.0,16
57,0,1322,4623.0,550.0,1331.0,180.0,33.0,78.0,525.0,113.0,63.0,244.0,626.0,43.0,36.0,12.0,33.0,143.0,14
58,0,1765,5941.0,706.0,1447.0,247.0,33.0,245.0,923.0,11.0,18.0,585.0,1318.0,54.0,20.0,13.0,61.0,164.0,21
59,0,1213,4263.0,565.0,1196.0,183.0,33.0,93.0,524.0,91.0,48.0,360.0,702.0,42.0,40.0,26.0,41.0,108.0,13
60,0,2195,7680.0,1005.0,2007.0,298.0,86.0,75.0,598.0,234.0,111.0,613.0,1083.0,49.0,78.0,91.0,39.0,166.0,21
61,1,2896,10654.0,1232.0,2848.0,482.0,68.0,268.0,1357.0,28.0,22.0,860.0,990.0,120.0,53.0,101.0,114.0,297.0,23
62,0,2209,7874.0,996.0,2342.0,344.0,59.0,252.0,1185.0,23.0,29.0,779.0,1094.0,127.0,85.0,13.0,50.0,284.0,18
63,0,1749,6332.0,1099.0,1848.0,320.0,79.0,351.0,1119.0,133.0,52.0,894.0,1556.0,138.0,16.0,19.0,53.0,164.0,15
64,0,2042,6681.0,889.0,1776.0,270.0,11.0,339.0,1187.0,20.0,21.0,1001.0,1226.0,140.0,29.0,27.0,72.0,164.0,17
65,0,1435,4997.0,414.0,1342.0,223.0,21.0,34.0,477.0,33.0,40.0,231.0,301.0,60.0,15.0,48.0,42.0,126.0,15
66,0,1480,5791.0,699.0,1617.0,229.0,38.0,22.0,403.0,67.0,43.0,318.0,242.0,40.0,63.0,121.0,32.0,146.0,12
67,0,1061,3442.0,311.0,813.0,118.0,13.0,82.0,381.0,12.0,17.0,271.0,565.0,41.0,13.0,44.0,27.0,92.0,14
68,0,1165,4120.0,545.0,1127.0,172.0,23.0,90.0,536.0,85.0,53.0,512.0,565.0,63.0,45.0,7.0,39.0,112.0,12
69,0,1583,5131.0,568.0,1273.0,172.0,26.0,156.0,606.0,20.0,19.0,510.0,815.0,47.0,17.0,34.0,38.0,134.0,17
70,0,1144,3971.0,496.0,1004.0,162.0,9.0,160.0,591.0,23.0,24.0,479.0,669.0,29.0,44.0,20.0,43.0,94.0,10
71,0,1465,5186.0,631.0,1302.0,245.0,39.0,155.0,722.0,37.0,33.0,528.0,1055.0,51.0,40.0,27.0,51.0,142.0,12
72,0,1920,6653.0,1105.0,1665.0,285.0,39.0,291.0,964.0,225.0,101.0,1224.0,1427.0,84.0,27.0,32.0,74.0,117.0,16
73,0,1902,6523.0,844.0,1726.0,264.0,78.0,151.0,706.0,76.0,40.0,715.0,1097.0,48.0,32.0,79.0,53.0,125.0,20
74,0,1435,4797.0,564.0,1252.0,242.0,18.0,136.0,609.0,33.0,25.0,559.0,675.0,57.0,40.0,26.0,43.0,126.0,14
75,0,1516,5022.0,641.0,1243.0,201.0,48.0,117.0,500.0,44.0,23.0,371.0,564.0,32.0,8.0,42.0,34.0,133.0,15
76,0,1931,6082.0,772.0,1564.0,234.0,43.0,189.0,773.0,85.0,83.0,852.0,1126.0,67.0,17.0,40.0,52.0,195.0,18
77,0,2442,7184.0,931.0,1913.0,307.0,33.0,215.0,1044.0,35.0,33.0,1052.0,877.0,129.0,40.0,96.0,65.0,157.0,23
78,1,2616,10332.0,1610.0,3023.0,486.0,141.0,149.0,900.0,938.0,307.0,761.0,1730.0,124.0,49.0,47.0,46.0,114.0,20
79,0,2034,7455.0,1104.0,2143.0,318.0,68.0,282.0,1141.0,105.0,77.0,713.0,1017.0,97.0,20.0,17.0,63.0,185.0,17
80,0,1759,6357.0,851.0,1861.0,271.0,44.0,85.0,636.0,88.0,73.0,444.0,609.0,22.0,52.0,72.0,33.0,117.0,15
81,0,2078,7651.0,899.0,1931.0,254.0,80.0,14.0,527.0,100.0,85.0,684.0,759.0,69.0,22.0,132.0,40.0,132.0,17
82,0,1380,4345.0,448.0,1216.0,170.0,26.0,32.0,377.0,31.0,46.0,138.0,267.0,32.0,30.0,44.0,20.0,143.0,16
83,0,1651,5606.0,712.0,1677.0,278.0,17.0,204.0,890.0,21.0,26.0,642.0,663.0,65.0,13.0,3.0,54.0,206.0,18
84,0,1853,5436.0,536.0,1418.0,225.0,25.0,118.0,614.0,15.0,27.0,454.0,581.0,89.0,14.0,35.0,58.0,138.0,18
85,0,2034,7433.0,957.0,1992.0,306.0,60.0,271.0,1051.0,69.0,57.0,699.0,1418.0,85.0,53.0,22.0,62.0,277.0,16
86,0,1282,4238.0,572.0,1121.0,173.0,34.0,86.0,497.0,193.0,100.0,258.0,587.0,27.0,65.0,64.0,39.0,91.0,14
87,0,1881,6650.0,964.0,1803.0,300.0,51.0,160.0,758.0,233.0,117.0,934.0,708.0,66.0,29.0,53.0,69.0,123.0,15
88,1,2588,8197.0,1229.0,2211.0,353.0,46.0,521.0,1555.0,26.0,22.0,1345.0,1550.0,260.0,69.0,5.0,70.0,176.0,23
89,0,1835,6579.0,1136.0,1963.0,336.0,83.0,186.0,1023.0,205.0,130.0,814.0,584.0,23.0,192.0,68.0,57.0,185.0,18
90,0,1909,5529.0,590.0,1501.0,242.0,57.0,97.0,645.0,61.0,49.0,548.0,422.0,119.0,30.0,35.0,64.0,99.0,24
91,0,1947,6042.0,776.0,1513.0,282.0,55.0,134.0,620.0,171.0,93.0,449.0,877.0,23.0,23.0,108.0,51.0,126.0,18
92,0,2028,7298.0,873.0,1993.0,284.0,40.0,325.0,1163.0,20.0,38.0,620.0,1313.0,95.0,58.0,17.0,59.0,195.0,21
93,0,1422,5554.0,732.0,1571.0,243.0,56.0,21.0,426.0,120.0,74.0,424.0,309.0,28.0,18.0,30.0,31.0,124.0,12
94,0,1448,5062.0,566.0,1500.0,205.0,57.0,65.0,585.0,35.0,38.0,223.0,331.0,96.0,23.0,28.0,44.0,144.0,13
95,0,2017,6964.0,936.0,1913.0,333.0,46.0,138.0,775.0,329.0,139.0,608.0,807.0,38.0,26.0,37.0,61.0,147.0,21
96,0,1533,4744.0,539.0,1120.0,136.0,45.0,7.0,267.0,127.0,60.0,633.0,653.0,31.0,22.0,94.0,23.0,53.0,16
97,0,1849,7043.0,1258.0,1886.0,302.0,66.0,332.0,1024.0,461.0,169.0,914.0,1757.0,75.0,53.0,16.0,64.0,107.0,15
98,0,1421,4339.0,352.0,1092.0,160.0,22.0,39.0,404.0,15.0,23.0,399.0,600.0,77.0,26.0,47.0,33.0,131.0,18
99,1,2360,7927.0,1195.0,2232.0,423.0,55.0,475.0,1540.0,17.0,16.0,937.0,1936.0,227.0,78.0,9.0,75.0,143.0,21
100,0,1536,3779.0,496.0,1149.0,125.0,52.0,31.0,438.0,50.0,42.0,289.0,320.0,43.0,28.0,95.0,36.0,99.0,21
101,0,2016,5784.0,676.0,1316.0,175.0,33.0,20.0,389.0,167.0,75.0,576.0,839.0,22.0,42.0,155.0,45.0,83.0,18
102,0,2071,7609.0,959.0,2031.0,340.0,31.0,354.0,1244.0,39.0,35.0,487.0,1570.0,85.0,49.0,9.0,65.0,219.0,18
103,0,1987,7033.0,1123.0,2020.0,363.0,57.0,314.0,1092.0,137.0,86.0,890.0,1030.0,115.0,33.0,8.0,86.0,150.0,18
104,0,1197,4205.0,652.0,1146.0,193.0,32.0,166.0,674.0,128.0,61.0,462.0,941.0,37.0,39.0,32.0,42.0,95.0,14
105,0,1620,5447.0,733.0,1379.0,211.0,19.0,255.0,879.0,20.0,17.0,881.0,810.0,106.0,55.0,10.0,53.0,108.0,16
106,0,1215,3436.0,455.0,855.0,140.0,16.0,131.0,498.0,31.0,22.0,504.0,473.0,45.0,10.0,7.0,28.0,87.0,14
107,0,1632,5843.0,645.0,1604.0,279.0,25.0,139.0,802.0,32.0,42.0,465.0,751.0,103.0,24.0,10.0,65.0,162.0,20
108,0,1547,5556.0,684.0,1468.0,287.0,39.0,179.0,810.0,25.0,15.0,369.0,870.0,59.0,35.0,65.0,51.0,129.0,16
109,0,1553,4908.0,541.0,1227.0,179.0,27.0,146.0,599.0,11.0,19.0,407.0,582.0,86.0,17.0,35.0,42.0,124.0,17
110,0,1799,5215.0,617.0,1344.0,179.0,42.0,87.0,481.0,64.0,60.0,481.0,675.0,62.0,9.0,65.0,43.0,62.0,16
111,1,2158,7658.0,1091.0,2048.0,381.0,24.0,389.0,1376.0,68.0,43.0,891.0,1278.0,135.0,19.0,11.0,90.0,201.0,17
112,1,3308,11988.0,1816.0,3419.0,646.0,59.0,452.0,1844.0,168.0,116.0,1845.0,1393.0,190.0,40.0,13.0,105.0,323.0,23
113,0,1908,6730.0,972.0,1862.0,285.0,45.0,252.0,1043.0,127.0,75.0,862.0,841.0,96.0,27.0,18.0,81.0,124.0,18
114,0,1720,6215.0,798.0,1623.0,302.0,36.0,176.0,729.0,80.0,51.0,600.0,866.0,45.0,40.0,90.0,53.0,121.0,16
115,0,1555,4390.0,653.0,1060.0,179.0,20.0,201.0,674.0,36.0,42.0,984.0,998.0,58.0,91.0,21.0,39.0,77.0,15
116,0,865,1518.0,174.0,379.0,62.0,1.0,42.0,229.0,3.0,0.0,222.0,181.0,21.0,7.0,6.0,15.0,55.0,16
117,0,1013,3001.0,407.0,719.0,121.0,11.0,122.0,445.0,22.0,12.0,562.0,607.0,64.0,9.0,17.0,35.0,86.0,17
118,0,1522,3780.0,460.0,977.0,161.0,50.0,51.0,392.0,82.0,40.0,354.0,746.0,83.0,31.0,39.0,25.0,68.0,15
119,0,1071,3853.0,548.0,1153.0,167.0,55.0,63.0,430.0,183.0,63.0,248.0,457.0,28.0,40.0,22.0,39.0,64.0,12
120,0,1472,4364.0,536.0,1127.0,229.0,29.0,166.0,641.0,71.0,49.0,263.0,820.0,49.0,16.0,37.0,49.0,128.0,17
121,0,1453,5144.0,681.0,1477.0,245.0,26.0,207.0,792.0,8.0,15.0,533.0,910.0,52.0,12.0,7.0,41.0,138.0,13
122,1,2649,9277.0,1650.0,2517.0,449.0,96.0,268.0,1133.0,689.0,162.0,1865.0,1015.0,76.0,40.0,51.0,96.0,105.0,22
123,0,1392,4512.0,451.0,1114.0,169.0,23.0,40.0,423.0,17.0,29.0,328.0,349.0,9.0,15.0,121.0,49.0,79.0,13
124,0,1832,6185.0,802.0,1826.0,307.0,41.0,184.0,989.0,27.0,28.0,653.0,796.0,98.0,48.0,11.0,65.0,173.0,21
